SourceFile,DateTimeOriginal,GPSLongitude,GPSLatitude,GPSAltitude,Slope,Talus,Substrate,Structure,Faulting,Erosion,Bedforms,Bioturbation,Other
Example_image_009_0001.JPG,2023:04:10 02:52:23,142.07,11.25,-9928,NA,NA,NA,NA,NA,NA,NA,NA,NA
